Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-1.730864877400689,0.4126534849985033,RL,-0.27161399901451694,-0.2950587627178761,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.652640740835,-0.534266585919951,1.0604355200228737,0.8786680880058652,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.1226018731065652,Gd,TA,PConc,Gd,TA,No,GLQ,0.6492296222289399,Unf,0.0,-0.9766687936089893,-0.5851871248166101,GasA,Ex,Y,SBrkr,-0.8364555173854376,1.1787793419862853,0.0,0.5532757692878126,1.1210177412687081,0.0,0.7897405221108432,1.2275853765130373,0.23733503145843357,0.0,Gd,1.0949874626748048,Typ,-0.962938277247314,Gd,Attchd,1.0175980835384038,RFn,0.3258755033728801,0.4216070915316484,TA,TA,Y,-0.7750705586205903,0.8371550668305557,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.599111099180035,0.13877748894975767,WD,Normal,0.8577258479899882
-1.728492204505006,-1.008275968062381,RL,0.7632410076691855,0.10347138674455783,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,-0.07751671634438702,-0.534266585919951,0.14506187605016513,-0.42957696521936545,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.46196234160765165,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.294496197577153,Unf,0.0,-0.6334282612724039,0.640001912009802,GasA,Ex,Y,SBrkr,0.36782653532468984,-0.796244086543536,0.0,-0.47549802905986976,-0.8227897435915221,0.0,0.7897405221108432,-0.7616206719986547,0.23733503145843357,0.0,TA,-0.2784504200616342,Typ,0.6256378637482549,TA,Attchd,-0.10792706946619435,RFn,0.3258755033728801,-0.020191805114461052,TA,TA,Y,2.0503814618624125,-0.8052873319871139,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.48911005093779203,-0.6144386220786668,WD,Normal,0.33043369837687303
-1.7261195316093232,0.4126534849985033,RL,-0.06464299767777648,0.675275514234137,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.652640740835,-0.534266585919951,0.9926300649137839,0.8302145675160418,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.500789713411242,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.1273228333443559,Unf,0.0,-0.24920378477622632,-0.39205387763215105,GasA,Ex,Y,SBrkr,-0.6466179524262057,1.2065314276330745,0.0,0.727799895793223,1.1210177412687081,0.0,0.7897405221108432,1.2275853765130373,0.23733503145843357,0.0,Gd,-0.2784504200616342,Typ,0.6256378637482549,TA,Attchd,0.9342258499825076,RFn,0.3258755033728801,0.7228336119721775,TA,TA,Y,-0.7750705586205903,0.3255746475266915,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.9908913467185321,0.13877748894975767,WD,Normal,1.1506659311083856
-1.7237468587136402,0.7678858482637244,RL,-0.6165656679090844,0.0861439889418433,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.652640740835,-0.534266585919951,-1.9230045047770645,-0.7202980881583056,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,-0.46196234160765165,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.5131991348321792,Unf,0.0,0.02231484528107252,-0.8869578235423272,GasA,Gd,Y,SBrkr,-0.5250032623741977,0.9521373092041747,0.0,0.5693503598869952,1.1210177412687081,0.0,-1.0260408358133004,-0.7616206719986547,0.23733503145843357,0.0,Gd,0.4082685213065853,Typ,0.6256378637482549,Gd,Detchd,0.8091674996486634,Unf,1.6852418888711802,0.8935286402218108,TA,TA,Y,-0.7750705586205903,0.13709765094105725,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.599111099180035,-1.3676547331070914,WD,Abnorml,-0.4800338649173595
-1.7213741858179572,0.4126534849985033,RL,1.0392023427848394,1.7183848619575512,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.3827981980143873,-0.534266585919951,0.9587273373592391,0.7333075265363951,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.46196234160765165,Gd,TA,PConc,Gd,TA,Av,GLQ,0.5282421393511499,Unf,0.0,-0.10575998021765334,0.28693019450071283,GasA,Ex,Y,SBrkr,0.02077973688359401,1.639001428962204,0.0,1.6739043710593953,1.1210177412687081,0.0,0.7897405221108432,1.2275853765130373,1.6516580760678745,0.0,Gd,1.7817064040430242,Typ,0.6256378637482549,TA,Attchd,0.8925397332045595,RFn,1.6852418888711802,1.8674943896461882,TA,TA,Y,1.0453549042409418,1.4564366270404967,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.100892394960775,0.13877748894975767,WD,Normal,1.6681934112842207
-1.7190015129222744,0.05742112173328227,RL,1.1081926765637529,1.668135408329679,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.8076741735237741,-0.534266585919951,0.7214082444774259,0.49103992408727837,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.46196234160765165,TA,TA,Wood,Gd,TA,No,GLQ,0.7109095154607543,Unf,0.0,-1.1969574934667977,-0.7662495440520404,GasA,Ex,Y,SBrkr,-1.0144282345347175,0.5127292864633479,0.0,-0.2458610205001192,1.1210177412687081,0.0,-1.0260408358133004,1.2275853765130373,-2.591311057760448,0.0,TA,-0.9651693614298537,Typ,-0.962938277247314,Gd,Attchd,0.600736915758923,Unf,0.3258755033728801,0.080217035032382,TA,TA,Y,-0.39581525385777105,0.0024712248084613857,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.3608916961326132,0.8919935999781822,WD,Normal,-0.42144584829368004
-1.7166288400265914,-1.008275968062381,RL,0.418289338774618,0.27120059747483444,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.3827981980143873,-0.534266585919951,1.0943382475774184,0.9755751289855119,Gable,CompShg,VinylSd,VinylSd,Stone,2.939715943784411,Gd,TA,PConc,Ex,TA,Av,GLQ,2.2220668996402093,Unf,0.0,-0.5488988764432449,1.9195096746068432,GasA,Ex,Y,SBrkr,1.6492300987995052,-0.796244086543536,0.0,0.5165338479182526,1.1210177412687081,0.0,0.7897405221108432,-0.7616206719986547,0.23733503145843357,0.0,Gd,0.4082685213065853,Typ,0.6256378637482549,Gd,Attchd,1.0592842003163518,RFn,0.3258755033728801,0.8634059881777578,TA,TA,Y,1.6426820092423822,0.729453925924479,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.6208909973044511,-0.6144386220786668,WD,Normal,2.7813657271341303
-1.7142561671309084,0.4126534849985033,RL,0.004347336101137011,0.37447188837901296,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.652640740835,0.7550379024157985,0.04335369338653086,-0.5749375266888356,Gable,CompShg,HdBoard,HdBoard,Stone,-0.46196234160765165,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.0121920708623098,BLQ,0.0,-0.807610023950671,0.17225732898494023,GasA,Ex,Y,SBrkr,-0.09193631731094994,1.4771142626892677,0.0,1.4258964018148648,1.1210177412687081,0.0,0.7897405221108432,1.2275853765130373,0.23733503145843357,0.0,TA,0.4082685213065853,Typ,2.2142140047438237,TA,Attchd,-0.23298541980003856,RFn,0.3258755033728801,0.10029880306175061,TA,TA,Y,1.4530543568609726,-0.37448276836280703,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.7308920455466943,0.8919935999781822,WD,Normal,0.6917264675562297
-1.7118834942352257,0.05742112173328227,RM,-1.2374786719193058,-1.1025155003243727,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.652640740835,-0.534266585919951,-1.3805608639043485,-1.6893684979547727,Gable,CompShg,BrkFace,Wd Shng,BrkFace,-0.46196234160765165,TA,TA,BrkTil,TA,TA,No,Unf,-1.025616709373407,Unf,0.0,1.0776514073905736,-0.29548725403992154,GasA,Gd,Y,FuseF,-0.34406433327242986,0.9428866139885784,0.0,0.700243454766053,-0.8227897435915221,0.0,0.7897405221108432,-0.7616206719986547,-1.1769880131510075,0.0,TA,1.0949874626748048,Min1,2.2142140047438237,TA,Detchd,-1.9838023244738578,Unf,0.3258755033728801,0.01997173094427617,Fa,TA,Y,0.07825387709575293,-0.8052873319871139,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-0.8591104003518731,0.13877748894975767,WD,Abnorml,-0.6772801875504136
-1.7095108213395427,0.05742112173328227,RL,-1.3064690056982193,-0.6520031574537952,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.8076741735237741,0.7550379024157985,-1.1093390434679906,-1.6893684979547727,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.46196234160765165,TA,TA,BrkTil,TA,TA,No,GLQ,0.9932136421755975,Unf,0.0,-1.0022837587087343,-0.1777966815368918,GasA,Ex,Y,SBrkr,-0.18092267588558988,-0.796244086543536,0.0,-0.9003264948954083,1.1210177412687081,0.0,-1.0260408358133004,-0.7616206719986547,-1.1769880131510075,0.0,TA,-0.9651693614298537,Typ,2.2142140047438237,TA,Attchd,-1.6503133902502731,RFn,-1.0334908821254198,-1.30040451698671,Gd,TA,Y,-0.7750705586205903,-0.6975861910810371,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,-1.9691114485941161,0.13877748894975767,WD,Normal,-0.9096793201576755
